sector,item,quarter,Balances
Households,"Life insurance and annuity entitlements, non unit-linked",2004K3,503371
Households,"Life insurance and annuity entitlements, non unit-linked",2004K4,495255
Households,"Life insurance and annuity entitlements, non unit-linked",2005K1,499604
Households,"Life insurance and annuity entitlements, non unit-linked",2005K2,528139
Households,"Life insurance and annuity entitlements, non unit-linked",2005K3,520953
Households,"Life insurance and annuity entitlements, non unit-linked",2005K4,483292
Households,"Life insurance and annuity entitlements, non unit-linked",2006K1,466479
Households,"Life insurance and annuity entitlements, non unit-linked",2006K2,443227
Households,"Life insurance and annuity entitlements, non unit-linked",2006K3,469919
Households,"Life insurance and annuity entitlements, non unit-linked",2006K4,454467
Households,"Life insurance and annuity entitlements, non unit-linked",2007K1,485209
Households,"Life insurance and annuity entitlements, non unit-linked",2007K2,491698
Households,"Life insurance and annuity entitlements, non unit-linked",2007K3,530390
Households,"Life insurance and annuity entitlements, non unit-linked",2007K4,561074
Households,"Life insurance and annuity entitlements, non unit-linked",2008K1,634233
Households,"Life insurance and annuity entitlements, non unit-linked",2008K2,640941
Households,"Life insurance and annuity entitlements, non unit-linked",2008K3,742895
Households,"Life insurance and annuity entitlements, non unit-linked",2008K4,808054
Households,"Life insurance and annuity entitlements, non unit-linked",2009K1,720680
Households,"Life insurance and annuity entitlements, non unit-linked",2009K2,646972
Households,"Life insurance and annuity entitlements, non unit-linked",2009K3,620922
Households,"Life insurance and annuity entitlements, non unit-linked",2009K4,559866
Households,"Life insurance and annuity entitlements, non unit-linked",2010K1,605396
Households,"Life insurance and annuity entitlements, non unit-linked",2010K2,654017
Households,"Life insurance and annuity entitlements, non unit-linked",2010K3,698890
Households,"Life insurance and annuity entitlements, non unit-linked",2010K4,746373
Households,"Life insurance and annuity entitlements, non unit-linked",2011K1,735656
Households,"Life insurance and annuity entitlements, non unit-linked",2011K2,735031
Households,"Life insurance and annuity entitlements, non unit-linked",2011K3,744115
Households,"Life insurance and annuity entitlements, non unit-linked",2011K4,745395
Households,"Life insurance and annuity entitlements, non unit-linked",2012K1,708465
Households,"Life insurance and annuity entitlements, non unit-linked",2012K2,685581
Households,"Life insurance and annuity entitlements, non unit-linked",2012K3,665411
Households,"Life insurance and annuity entitlements, non unit-linked",2012K4,638402
Households,"Life insurance and annuity entitlements, non unit-linked",2013K1,651386
Households,"Life insurance and annuity entitlements, non unit-linked",2013K2,675586
Households,"Life insurance and annuity entitlements, non unit-linked",2013K3,699826
Households,"Life insurance and annuity entitlements, non unit-linked",2013K4,721578
Households,"Life insurance and annuity entitlements, non unit-linked",2014K1,754129
Households,"Life insurance and annuity entitlements, non unit-linked",2014K2,778304
Households,"Life insurance and annuity entitlements, non unit-linked",2014K3,799988
Households,"Life insurance and annuity entitlements, non unit-linked",2014K4,820491
Households,"Life insurance and annuity entitlements, non unit-linked",2015K1,873990
Households,"Life insurance and annuity entitlements, non unit-linked",2015K2,844417
Households,"Life insurance and annuity entitlements, non unit-linked",2015K3,798707
Households,"Life insurance and annuity entitlements, non unit-linked",2015K4,804291
Households,"Life insurance and annuity entitlements, non unit-linked",2016K1,807524
Households,"Life insurance and annuity entitlements, non unit-linked",2016K2,806702
Households,"Life insurance and annuity entitlements, non unit-linked",2016K3,818238
Households,"Life insurance and annuity entitlements, non unit-linked",2016K4,819608
Households,"Life insurance and annuity entitlements, non unit-linked",2017K1,836804
Households,"Life insurance and annuity entitlements, non unit-linked",2017K2,840009
Households,"Life insurance and annuity entitlements, non unit-linked",2017K3,840696
Households,"Life insurance and annuity entitlements, non unit-linked",2017K4,838483
Households,"Life insurance and annuity entitlements, non unit-linked",2018K1,841471
Households,"Life insurance and annuity entitlements, non unit-linked",2018K2,852529
Households,"Life insurance and annuity entitlements, non unit-linked",2018K3,857480
Households,"Life insurance and annuity entitlements, non unit-linked",2018K4,816271
Households,"Life insurance and annuity entitlements, non unit-linked",2019K1,847389
Households,"Life insurance and annuity entitlements, non unit-linked",2019K2,859620
Households,"Life insurance and annuity entitlements, non unit-linked",2019K3,868822
Households,"Life insurance and annuity entitlements, non unit-linked",2019K4,877491
Households,"Life insurance and annuity entitlements, non unit-linked",2020K1,841743
Households,"Life insurance and annuity entitlements, non unit-linked",2020K2,877131
Households,"Life insurance and annuity entitlements, non unit-linked",2020K3,901595
Households,"Life insurance and annuity entitlements, non unit-linked",2020K4,914058
Households,"Life insurance and annuity entitlements, non unit-linked",2021K1,961386
Households,"Life insurance and annuity entitlements, non unit-linked",2021K2,993766
Households,"Life insurance and annuity entitlements, non unit-linked",2021K3,1008568
Households,"Life insurance and annuity entitlements, non unit-linked",2021K4,1049518
Households,"Life insurance and annuity entitlements, non unit-linked",2022K1,1036330
Households,"Life insurance and annuity entitlements, non unit-linked",2022K2,1000509
Households,"Life insurance and annuity entitlements, non unit-linked",2022K3,983086
Households,"Life insurance and annuity entitlements, non unit-linked",2022K4,991651
Households,"Life insurance and annuity entitlements, non unit-linked",2023K1,1023795
Households,"Life insurance and annuity entitlements, non unit-linked",2023K2,1045383
Households,"Life insurance and annuity entitlements, non unit-linked",2023K3,1030508
Households,"Life insurance and annuity entitlements, non unit-linked",2023K4,1035227
Households,"Life insurance and annuity entitlements, non unit-linked",2024K1,1082243
Households,"Life insurance and annuity entitlements, non unit-linked",2024K2,1090577
Households,"Life insurance and annuity entitlements, non unit-linked",2024K3,1108294
Households,"Life insurance and annuity entitlements, non unit-linked",2024K4,1111219
Households,"Life insurance and annuity entitlements, non unit-linked",2025K1,1113693
Households,"Life insurance and annuity entitlements, non unit-linked",2025K2,1144508
Households,"Life insurance and annuity entitlements, non unit-linked",2025K3,1181826
Households,"Life insurance and annuity entitlements, non unit-linked",2025K4,1179355
Households,"Life insurance and annuity entitlements, non unit-linked",2026K1,1180666
Households,"Life insurance and annuity entitlements, unit-linked",1996K1,46126
Households,"Life insurance and annuity entitlements, unit-linked",1996K2,50380
Households,"Life insurance and annuity entitlements, unit-linked",1996K3,52951
Households,"Life insurance and annuity entitlements, unit-linked",1996K4,57641
Households,"Life insurance and annuity entitlements, unit-linked",1997K1,62730
Households,"Life insurance and annuity entitlements, unit-linked",1997K2,72618
Households,"Life insurance and annuity entitlements, unit-linked",1997K3,77632
Households,"Life insurance and annuity entitlements, unit-linked",1997K4,76463
Households,"Life insurance and annuity entitlements, unit-linked",1998K1,92418
Households,"Life insurance and annuity entitlements, unit-linked",1998K2,101715
Households,"Life insurance and annuity entitlements, unit-linked",1998K3,90919
Households,"Life insurance and annuity entitlements, unit-linked",1998K4,112290
Households,"Life insurance and annuity entitlements, unit-linked",1999K1,121546
Households,"Life insurance and annuity entitlements, unit-linked",1999K2,137672
Households,"Life insurance and annuity entitlements, unit-linked",1999K3,142134
Households,"Life insurance and annuity entitlements, unit-linked",1999K4,182625
Households,"Life insurance and annuity entitlements, unit-linked",2000K1,202445
Households,"Life insurance and annuity entitlements, unit-linked",2000K2,200391
Households,"Life insurance and annuity entitlements, unit-linked",2000K3,195324
Households,"Life insurance and annuity entitlements, unit-linked",2000K4,183693
Households,"Life insurance and annuity entitlements, unit-linked",2001K1,181329
Households,"Life insurance and annuity entitlements, unit-linked",2001K2,183072
Households,"Life insurance and annuity entitlements, unit-linked",2001K3,184815
Households,"Life insurance and annuity entitlements, unit-linked",2001K4,186558
Households,"Life insurance and annuity entitlements, unit-linked",2002K1,192120
Households,"Life insurance and annuity entitlements, unit-linked",2002K2,164500
Households,"Life insurance and annuity entitlements, unit-linked",2002K3,134890
Households,"Life insurance and annuity entitlements, unit-linked",2002K4,134890
Households,"Life insurance and annuity entitlements, unit-linked",2003K1,134890
Households,"Life insurance and annuity entitlements, unit-linked",2003K2,134890
Households,"Life insurance and annuity entitlements, unit-linked",2003K3,134890
Households,"Life insurance and annuity entitlements, unit-linked",2003K4,134890
Households,"Life insurance and annuity entitlements, unit-linked",2004K1,103836
Households,"Life insurance and annuity entitlements, unit-linked",2004K2,103836
Households,"Life insurance and annuity entitlements, unit-linked",2004K3,103836
Households,"Life insurance and annuity entitlements, unit-linked",2004K4,103836
Households,"Life insurance and annuity entitlements, unit-linked",2005K1,111565
Households,"Life insurance and annuity entitlements, unit-linked",2005K2,122097
Households,"Life insurance and annuity entitlements, unit-linked",2005K3,134806
Households,"Life insurance and annuity entitlements, unit-linked",2005K4,146002
Households,"Life insurance and annuity entitlements, unit-linked",2006K1,157760
Households,"Life insurance and annuity entitlements, unit-linked",2006K2,149592
Households,"Life insurance and annuity entitlements, unit-linked",2006K3,160753
Households,"Life insurance and annuity entitlements, unit-linked",2006K4,172453
