type of use,quarter,"Constant prices, reference year 2025, SEK million"
-- general government final consumption expenditure,1993K1,338261
-- general government final consumption expenditure,1993K2,334500
-- general government final consumption expenditure,1993K3,272400
-- general government final consumption expenditure,1993K4,343026
-- general government final consumption expenditure,1994K1,332126
-- general government final consumption expenditure,1994K2,331407
-- general government final consumption expenditure,1994K3,273613
-- general government final consumption expenditure,1994K4,341149
-- general government final consumption expenditure,1995K1,336230
-- general government final consumption expenditure,1995K2,327803
-- general government final consumption expenditure,1995K3,276615
-- general government final consumption expenditure,1995K4,345685
-- general government final consumption expenditure,1996K1,333630
-- general government final consumption expenditure,1996K2,323815
-- general government final consumption expenditure,1996K3,278438
-- general government final consumption expenditure,1996K4,347895
-- general government final consumption expenditure,1997K1,319484
-- general government final consumption expenditure,1997K2,325066
-- general government final consumption expenditure,1997K3,286389
-- general government final consumption expenditure,1997K4,347475
-- general government final consumption expenditure,1998K1,336091
-- general government final consumption expenditure,1998K2,329997
-- general government final consumption expenditure,1998K3,296428
-- general government final consumption expenditure,1998K4,361530
-- general government final consumption expenditure,1999K1,345233
-- general government final consumption expenditure,1999K2,340618
-- general government final consumption expenditure,1999K3,296740
-- general government final consumption expenditure,1999K4,364046
-- general government final consumption expenditure,2000K1,345939
-- general government final consumption expenditure,2000K2,334154
-- general government final consumption expenditure,2000K3,292467
-- general government final consumption expenditure,2000K4,358531
-- general government final consumption expenditure,2001K1,346008
-- general government final consumption expenditure,2001K2,334838
-- general government final consumption expenditure,2001K3,289484
-- general government final consumption expenditure,2001K4,361601
-- general government final consumption expenditure,2002K1,349556
-- general government final consumption expenditure,2002K2,346612
-- general government final consumption expenditure,2002K3,296403
-- general government final consumption expenditure,2002K4,368566
-- general government final consumption expenditure,2003K1,352758
-- general government final consumption expenditure,2003K2,347209
-- general government final consumption expenditure,2003K3,298262
-- general government final consumption expenditure,2003K4,368071
-- general government final consumption expenditure,2004K1,352684
-- general government final consumption expenditure,2004K2,347752
-- general government final consumption expenditure,2004K3,291541
-- general government final consumption expenditure,2004K4,366830
-- general government final consumption expenditure,2005K1,348863
-- general government final consumption expenditure,2005K2,353956
-- general government final consumption expenditure,2005K3,291718
-- general government final consumption expenditure,2005K4,368865
-- general government final consumption expenditure,2006K1,358806
-- general government final consumption expenditure,2006K2,350206
-- general government final consumption expenditure,2006K3,298184
-- general government final consumption expenditure,2006K4,377390
-- general government final consumption expenditure,2007K1,360171
-- general government final consumption expenditure,2007K2,355154
-- general government final consumption expenditure,2007K3,298631
-- general government final consumption expenditure,2007K4,379063
-- general government final consumption expenditure,2008K1,359240
-- general government final consumption expenditure,2008K2,364526
-- general government final consumption expenditure,2008K3,304329
-- general government final consumption expenditure,2008K4,380188
-- general government final consumption expenditure,2009K1,371613
-- general government final consumption expenditure,2009K2,365523
-- general government final consumption expenditure,2009K3,310819
-- general government final consumption expenditure,2009K4,394448
-- general government final consumption expenditure,2010K1,371116
-- general government final consumption expenditure,2010K2,374417
-- general government final consumption expenditure,2010K3,314505
-- general government final consumption expenditure,2010K4,402406
-- general government final consumption expenditure,2011K1,375957
-- general government final consumption expenditure,2011K2,375021
-- general government final consumption expenditure,2011K3,318401
-- general government final consumption expenditure,2011K4,404301
-- general government final consumption expenditure,2012K1,381526
-- general government final consumption expenditure,2012K2,376786
-- general government final consumption expenditure,2012K3,323519
-- general government final consumption expenditure,2012K4,406749
-- general government final consumption expenditure,2013K1,384561
-- general government final consumption expenditure,2013K2,386469
-- general government final consumption expenditure,2013K3,329842
-- general government final consumption expenditure,2013K4,414851
-- general government final consumption expenditure,2014K1,385352
-- general government final consumption expenditure,2014K2,388006
-- general government final consumption expenditure,2014K3,335794
-- general government final consumption expenditure,2014K4,423719
-- general government final consumption expenditure,2015K1,393561
-- general government final consumption expenditure,2015K2,395396
-- general government final consumption expenditure,2015K3,341292
-- general government final consumption expenditure,2015K4,436385
-- general government final consumption expenditure,2016K1,401689
-- general government final consumption expenditure,2016K2,421656
-- general government final consumption expenditure,2016K3,352669
-- general government final consumption expenditure,2016K4,448748
-- general government final consumption expenditure,2017K1,410907
-- general government final consumption expenditure,2017K2,411750
-- general government final consumption expenditure,2017K3,354703
-- general government final consumption expenditure,2017K4,450832
-- general government final consumption expenditure,2018K1,410940
-- general government final consumption expenditure,2018K2,418954
-- general government final consumption expenditure,2018K3,357311
-- general government final consumption expenditure,2018K4,452902
-- general government final consumption expenditure,2019K1,417677
-- general government final consumption expenditure,2019K2,412569
-- general government final consumption expenditure,2019K3,359325
-- general government final consumption expenditure,2019K4,450613
-- general government final consumption expenditure,2020K1,409794
-- general government final consumption expenditure,2020K2,402657
-- general government final consumption expenditure,2020K3,354270
-- general government final consumption expenditure,2020K4,447872
-- general government final consumption expenditure,2021K1,416453
-- general government final consumption expenditure,2021K2,427269
-- general government final consumption expenditure,2021K3,366148
-- general government final consumption expenditure,2021K4,460175
-- general government final consumption expenditure,2022K1,421580
-- general government final consumption expenditure,2022K2,421224
-- general government final consumption expenditure,2022K3,370437
-- general government final consumption expenditure,2022K4,468152
-- general government final consumption expenditure,2023K1,433281
-- general government final consumption expenditure,2023K2,426667
-- general government final consumption expenditure,2023K3,367535
-- general government final consumption expenditure,2023K4,471108
-- general government final consumption expenditure,2024K1,438598
-- general government final consumption expenditure,2024K2,431958
-- general government final consumption expenditure,2024K3,375580
-- general government final consumption expenditure,2024K4,469915
-- general government final consumption expenditure,2025K1,436517
-- general government final consumption expenditure,2025K2,431399
-- general government final consumption expenditure,2025K3,381140
-- general government final consumption expenditure,2025K4,484672
-- general government final consumption expenditure,2026K1,442219
--- central government final consumption expenditure,1980K1,NA
--- central government final consumption expenditure,1980K2,NA
--- central government final consumption expenditure,1980K3,NA
--- central government final consumption expenditure,1980K4,NA
--- central government final consumption expenditure,1981K1,79749
--- central government final consumption expenditure,1981K2,85513
--- central government final consumption expenditure,1981K3,88878
--- central government final consumption expenditure,1981K4,56419
--- central government final consumption expenditure,1982K1,78105
--- central government final consumption expenditure,1982K2,84583
--- central government final consumption expenditure,1982K3,88984
--- central government final consumption expenditure,1982K4,57285
--- central government final consumption expenditure,1983K1,75629
--- central government final consumption expenditure,1983K2,82245
--- central government final consumption expenditure,1983K3,85945
--- central government final consumption expenditure,1983K4,56645
--- central government final consumption expenditure,1984K1,74729
--- central government final consumption expenditure,1984K2,81122
--- central government final consumption expenditure,1984K3,86651
--- central government final consumption expenditure,1984K4,56898
--- central government final consumption expenditure,1985K1,74587
--- central government final consumption expenditure,1985K2,81876
--- central government final consumption expenditure,1985K3,85571
--- central government final consumption expenditure,1985K4,55945
--- central government final consumption expenditure,1986K1,77624
--- central government final consumption expenditure,1986K2,83279
--- central government final consumption expenditure,1986K3,88903
--- central government final consumption expenditure,1986K4,57006
--- central government final consumption expenditure,1987K1,76467
